,channelTitle,sum_video,sum_views,avg_views,avg_trend_days,sum_trend,avg_freq_trend
1309,Bloomberg Politics,1,1496557,1496557.0,5.0,5,5.0
1310,Bloomberg QuickTake: Now,1,1206333,1206333.0,4.0,4,4.0
1311,Bloomberg Quicktake,2,3096859,1548429.5,6.0,40,20.0
1312,Bloomberg Quicktake: Now,4,6545561,1636390.25,5.5,22,5.5
1313,Bloomberg Quicktake: Originals,1,1995542,1995542.0,6.0,10,10.0
1314,Bloomberg Technology,3,1933279,644426.3333333334,5.0,20,6.666666666666667
1315,Blooprint,4,4913432,1228358.0,6.0,33,8.25
1316,Blu Productions,1,1202845,1202845.0,2.0,2,2.0
1317,Blue Horizon,11,1435707,130518.81818181818,4.7272727272727275,53,4.818181818181818
1318,Blue Monkey,2,3308357,1654178.5,5.5,19,9.5
1319,Blue Origin,4,4550148,1137537.0,5.5,38,9.5
1320,BlueBrixx Group,5,528148,105629.6,4.6,23,4.6
1321,BlueJay,2,1049351,524675.5,5.5,27,13.5
1322,BlueJayJensen,1,288374,288374.0,2.0,4,4.0
1323,BlueStopSign,1,491574,491574.0,5.0,5,5.0
1324,BluefaceVEVO,2,1699658,849829.0,6.0,12,6.0
1325,Bob & Brad,1,614749,614749.0,4.0,4,4.0
1326,Bob Brickman,7,987923,141131.85714285713,4.571428571428571,32,4.571428571428571
1327,Bob Does Sports,1,453021,453021.0,4.0,4,4.0
1328,Bob Mortimer,1,89896,89896.0,7.0,7,7.0
1329,Bob Saget,1,797232,797232.0,6.0,10,10.0
1330,Bob The Drag Queen,5,1568223,313644.6,5.4,32,6.4
1331,Bobby Bones Show,1,183644,183644.0,4.0,4,4.0
1332,Bobby Duke Arts,7,5768902,824128.8571428572,6.0,74,10.571428571428571
1333,Bobby Moore,1,316058,316058.0,4.0,4,4.0
1334,Bobby Moore Facts,3,7532612,2510870.6666666665,5.0,29,9.666666666666666
1335,Bobby Moore Funny,1,5820577,5820577.0,4.0,4,4.0
1336,BobbyShmurdaVEVO,2,10350285,5175142.5,7.5,36,18.0
1337,BobbysWorld,2,644199,322099.5,4.5,12,6.0
1338,BobergDerEchte,16,1886824,117926.5,4.0,66,4.125
1339,Bocholter Landschwein,1,50629,50629.0,4.0,4,4.0
1340,Bodil40,2,324123,162061.5,5.0,15,7.5
1341,BodyFood,1,37239,37239.0,3.0,3,3.0
1342,BodyKiss,14,1803953,128853.78571428571,4.428571428571429,67,4.785714285714286
1343,Bodyformus,5,843730,168746.0,4.2,21,4.2
1344,Boffy,1,638872,638872.0,5.0,14,14.0
1345,Bogdan DLP,8,21620789,2702598.625,5.75,66,8.25
1346,Bogdan de la Ploiesti,4,7558136,1889534.0,3.0,12,3.0
1347,Boho Beautiful,1,186172,186172.0,5.0,5,5.0
1348,Bolton Wanderers FC,1,64620,64620.0,6.0,6,6.0
1349,Bombastic,1,442197,442197.0,6.0,10,10.0
1350,BombenProdukt,4,455241,113810.25,4.25,17,4.25
1351,Bon Appétit,11,6218608,565328.0,4.909090909090909,76,6.909090909090909
1352,Bon Jovi - Topic,1,283956,283956.0,6.0,6,6.0
1353,BonJoviVEVO,1,500210,500210.0,4.0,7,7.0
1354,Bonaldo,1,3196691,3196691.0,5.0,5,5.0
1355,Bondi Nation,1,185222,185222.0,3.0,3,3.0
1356,BondiRescue,6,3767666,627944.3333333334,5.333333333333333,37,6.166666666666667
1357,Bonez MC - Topic,13,4642847,357142.07692307694,4.538461538461538,59,4.538461538461538
1358,BonnieTheGamer 627,1,931517,931517.0,5.0,5,5.0
1359,Bonnytrash,2,184720,92360.0,5.5,11,5.5
1360,Booka 600,2,2681623,1340811.5,6.0,18,9.0
1361,BoomdabashVEVO,1,1466794,1466794.0,4.0,4,4.0
1362,Boomin Property,2,2335854,1167927.0,6.5,13,6.5
1363,Boosfer,13,6168410,474493.07692307694,5.461538461538462,98,7.538461538461538
1364,BoosieBadAzzVEVO,2,1468812,734406.0,6.5,13,6.5
1365,Boots UK,1,422058,422058.0,6.0,6,6.0
1366,Bordeaux,1,186414,186414.0,2.0,2,2.0
1367,Borderlands,2,1337333,668666.5,5.0,22,11.0
1368,Boris Herrmann,3,484748,161582.66666666666,3.6666666666666665,11,3.6666666666666665
1369,Born 2 Game,1,206333,206333.0,4.0,4,4.0
1370,Borussen Bernie,11,572178,52016.181818181816,4.2727272727272725,48,4.363636363636363
1371,Borussia Dortmund,54,16437522,304398.55555555556,4.333333333333333,257,4.7592592592592595
1372,Borussia Mönchengladbach,21,1684820,80229.52380952382,4.095238095238095,86,4.095238095238095
1373,Bosnian Ape Society,1,120967,120967.0,5.0,5,5.0
1374,Boss Music Romania,1,3513723,3513723.0,5.0,10,10.0
1375,Boss Top,1,1141364,1141364.0,4.0,4,4.0
1376,BossXplosive,7,1397139,199591.2857142857,4.285714285714286,30,4.285714285714286
1377,BossXtra,1,54206,54206.0,6.0,6,6.0
1378,BosseAxel,2,186560,93280.0,4.5,9,4.5
1379,Bossio Gaming,4,237761,59440.25,3.75,19,4.75
1380,Boston Dynamics,9,45238335,5026481.666666667,6.222222222222222,118,13.11111111111111
1381,Botchamania Again,1,220779,220779.0,5.0,5,5.0
1382,BotezLive,3,4786361,1595453.6666666667,5.0,32,10.666666666666666
1383,Botti,1,94920,94920.0,4.0,4,4.0
1384,Bovann,4,1089610,272402.5,4.5,18,4.5
1385,Boxing Arts,1,60406,60406.0,4.0,4,4.0
1386,Boxing King Media,1,169930,169930.0,5.0,5,5.0
1387,Boxing Physique,1,154120,154120.0,3.0,3,3.0
1388,Boxing Social,17,3984326,234372.11764705883,5.0,105,6.176470588235294
1389,Boxing UK,2,286231,143115.5,6.5,13,6.5
1390,BoyWithUkeVEVO,5,22550549,4510109.8,6.6,75,15.0
1391,Bozza,7,3371111,481587.28571428574,5.428571428571429,38,5.428571428571429
1392,Brackeys,1,635798,635798.0,3.0,3,3.0
1393,Brad Hall,1,1461317,1461317.0,7.0,10,10.0
1394,Brad Mondo,7,13435800,1919400.0,5.857142857142857,71,10.142857142857142
1395,Brad Sams,1,269240,269240.0,6.0,10,10.0
1396,BradMartin_,9,20348526,2260947.3333333335,5.111111111111111,72,8.0
1397,BradSmit,1,202210,202210.0,3.0,3,3.0
1398,Bradley Martyn,3,2725134,908378.0,5.0,23,7.666666666666667
1399,Brady Brandwood,4,9043721,2260930.25,6.75,50,12.5
1400,Braille Skateboarding,1,359502,359502.0,6.0,10,10.0
1401,BrainPilot,2,1287262,643631.0,5.0,22,11.0
1402,BranOnline,1,163831,163831.0,4.0,4,4.0
1403,Brandi Carlile,1,300700,300700.0,5.0,5,5.0
1404,Brandon B,2,18566202,9283101.0,6.0,24,12.0
1405,Brandon Baum,3,7890404,2630134.6666666665,4.0,12,4.0
1406,Brandon Butch,3,3733355,1244451.6666666667,5.0,33,11.0
1407,Brandon Hodge,1,337634,337634.0,5.0,9,9.0
1408,Brandon Sanderson,2,1508175,754087.5,5.0,21,10.5
1409,Brandon Walsh,2,891875,445937.5,4.0,8,4.0
1410,Brandon William,3,3826541,1275513.6666666667,7.333333333333333,28,9.333333333333334
1411,Brandon's Vlogs,1,205646,205646.0,4.0,4,4.0
1412,BrandonJLa,1,410762,410762.0,4.0,4,4.0
1413,Brandonio,17,2916179,171539.9411764706,5.764705882352941,98,5.764705882352941
1414,BrantleyGilbertVEVO,1,314394,314394.0,5.0,5,5.0
1415,Branzy,12,13725269,1143772.4166666667,6.25,151,12.583333333333334
1416,Brasa,1,421392,421392.0,5.0,5,5.0
1417,Bratan.ma4,1,541900,541900.0,6.0,6,6.0
1418,Bratoons,1,1524705,1524705.0,5.0,5,5.0
1419,Bratu Art,1,1095055,1095055.0,3.0,5,5.0
1420,Bratu Draw,1,391626,391626.0,4.0,4,4.0
1421,Braulio Fogon,1,1713414,1713414.0,4.0,4,4.0
1422,Brave Entertainment,2,59993573,29996786.5,5.0,12,6.0
1423,Brave Wilderness,7,10970525,1567217.857142857,5.428571428571429,56,8.0
1424,Bravo,4,1843498,460874.5,5.75,29,7.25
1425,Brawadis,6,13723631,2287271.8333333335,6.666666666666667,50,8.333333333333334
1426,Brawl Stars,46,419846114,9127089.43478261,5.630434782608695,568,12.347826086956522
1427,Brawl Stars esports,1,1820646,1820646.0,5.0,5,5.0
1428,Brawlhalla,1,340633,340633.0,5.0,5,5.0
1429,Braxic,10,1819457,181945.7,4.1,41,4.1
1430,Braxophone,2,453698,226849.0,4.5,18,9.0
1431,Braydon Price,5,3239820,647964.0,4.6,23,4.6
1432,Bread Boys,3,3278660,1092886.6666666667,5.0,29,9.666666666666666
1433,Breakbeat Media,4,2741697,685424.25,4.5,18,4.5
1434,Breakfast Club Power 105.1 FM,23,23116549,1005067.3478260869,5.304347826086956,167,7.260869565217392
1435,Breaking Bad & Better Call Saul,2,2395634,1197817.0,7.0,28,14.0
1436,Breaking Lab,29,5075240,175008.27586206896,4.379310344827586,130,4.482758620689655
1437,Breeny Lee,1,235714,235714.0,4.0,4,4.0
1438,Breitseitenbande,2,137244,68622.0,2.5,5,2.5
1439,Brendan Fairclough,1,166127,166127.0,5.0,5,5.0
1440,Brendan Kavanagh,1,887532,887532.0,5.0,5,5.0
1441,Brenden,1,322250,322250.0,4.0,4,4.0
1442,Brendenlmao,5,9861243,1972248.6,3.6,30,6.0
1443,Brennen Taylor,1,600698,600698.0,7.0,7,7.0
1444,Brent Faiyaz,9,9110880,1012320.0,6.0,75,8.333333333333334
1445,Brent Rivera,22,108940407,4951836.681818182,6.181818181818182,218,9.909090909090908
1446,Brent Terhune,1,315519,315519.0,6.0,10,10.0
1447,BrentTV,7,28339467,4048495.285714286,4.142857142857143,48,6.857142857142857
1448,Brentford Football Club,2,3523531,1761765.5,4.0,8,4.0
1449,Bretman Rock,17,33840145,1990596.7647058824,6.0,120,7.0588235294117645
1450,Bri & Fern,7,1404248,200606.85714285713,5.142857142857143,36,5.142857142857143
1451,Brian Moller - B Mo the Prince,1,386765,386765.0,3.0,3,3.0
1452,Brian Sutterer MD,20,14887988,744399.4,6.15,181,9.05
1453,Brian Tong,2,388539,194269.5,4.5,12,6.0
1454,Brianna,15,30205814,2013720.9333333333,5.8,138,9.2
1455,Brianna Mizura,4,8518467,2129616.75,3.5,17,4.25
1456,BriannaPlayz,9,9290665,1032296.1111111111,5.222222222222222,62,6.888888888888889
1457,BriannaShorts,3,56766161,18922053.666666668,6.0,24,8.0
1458,Brick Experiment Channel,1,16421279,16421279.0,7.0,12,12.0
1459,Brickstory - Dein Wissen über Klemmbausteine!,11,1268441,115312.81818181818,3.727272727272727,41,3.727272727272727
1460,Bright Insight,1,220933,220933.0,8.0,14,14.0
1461,Bright Sun Films,1,1160853,1160853.0,7.0,7,7.0
1462,Bring Me The Horizon,2,2585008,1292504.0,6.0,22,11.0
1463,Bring Me the Horizon - Topic,1,407474,407474.0,3.0,3,3.0
1464,Britain's Got Talent,37,90094245,2434979.5945945946,7.378378378378378,338,9.135135135135135
1465,British GQ,7,2444225,349175.0,5.428571428571429,42,6.0
1466,British Independent Film Awards,1,147935,147935.0,2.0,2,2.0
1467,British Vogue,10,18983608,1898360.8,5.7,100,10.0
1468,BritishAthleticsTV,2,271257,135628.5,5.0,10,5.0
1469,BritneySpearsVEVO,1,1404896,1404896.0,6.0,11,11.0
1470,BrittHertz,1,1772483,1772483.0,8.0,8,8.0
1471,Brittany Vasseur,3,668550,222850.0,4.333333333333333,13,4.333333333333333
1472,Brittany Xavier,3,5312596,1770865.3333333333,5.666666666666667,33,11.0
1473,Brittany_Broski,8,5025927,628240.875,5.125,66,8.25
1474,Bro #Shorts,2,320346,160173.0,4.5,12,6.0
1475,BroBible,1,546849,546849.0,5.0,5,5.0
1476,BroSep Fitness,1,81366,81366.0,4.0,4,4.0
1477,Broadcast Boys Shorts,2,902914,451457.0,5.5,11,5.5
1478,Broadcast Houston,1,186083,186083.0,3.0,3,3.0
1479,Brodie That Dood,3,10801941,3600647.0,3.6666666666666665,11,3.6666666666666665
1480,BrodyAnimates,2,2572737,1286368.5,5.5,11,5.5
1481,Broeki,1,67993,67993.0,3.0,3,3.0
1482,Broilers,6,796100,132683.33333333334,4.5,28,4.666666666666667
1483,Bronzo,14,46500106,3321436.1428571427,5.5,138,9.857142857142858
1484,Brooke Monk,5,4460323,892064.6,4.4,27,5.4
1485,Brooklyn Frost,4,1389124,347281.0,6.25,25,6.25
1486,Brooklyn Nets,2,542822,271411.0,5.5,11,5.5
1487,Brooklyn Nine-Nine,2,2897268,1448634.0,5.0,15,7.5
1488,Brooklyn and Bailey,21,27486927,1308901.2857142857,5.238095238095238,157,7.476190476190476
1489,Brooklynne Webb,1,374947,374947.0,6.0,12,12.0
1490,Broski,51,7653205,150062.8431372549,4.8431372549019605,263,5.1568627450980395
1491,Brot selber machen,1,217590,217590.0,5.0,5,5.0
1492,BrotatoGang,20,2674802,133740.1,5.2,104,5.2
1493,Brotatos,44,13045813,296495.75,4.840909090909091,221,5.0227272727272725
1494,Brotha Jones,3,630720,210240.0,3.6666666666666665,11,3.6666666666666665
1495,Brother From Another,2,555551,277775.5,5.0,10,5.0
1496,Brother TV,1,117399,117399.0,3.0,3,3.0
1497,Brown Town Music,1,10783469,10783469.0,3.0,3,3.0
1498,Browney,1,912372,912372.0,6.0,10,10.0
1499,Browney Shorts,3,10052464,3350821.3333333335,4.666666666666667,22,7.333333333333333
1500,Browngirl problems1,1,75946,75946.0,2.0,2,2.0
1501,Browser Ballett,16,1402575,87660.9375,3.9375,65,4.0625
1502,Brox,1,219791,219791.0,5.0,5,5.0
1503,BroxPlayz,7,1022631,146090.14285714287,4.142857142857143,29,4.142857142857143
1504,Bru-C,1,392312,392312.0,8.0,8,8.0
1505,Bruce Springsteen,2,994011,497005.5,5.5,17,8.5
1506,BruceSpringsteenVEVO,4,4069664,1017416.0,5.75,52,13.0
1507,Bruno,2,2617504,1308752.0,6.0,17,8.5
1508,Bruno Mars,14,124279366,8877097.57142857,6.571428571428571,179,12.785714285714286
1509,BrunoMarsVEVO,1,1521541,1521541.0,6.0,6,6.0
1510,BrunoOfficial,1,2410552,2410552.0,6.0,6,6.0
1511,Brux,2,1748937,874468.5,5.5,11,5.5
1512,BryantMyersVEVO,5,11827429,2365485.8,4.0,20,4.0
1513,Bryce Hall,2,4380621,2190310.5,6.0,22,11.0
1514,Bryson DeChambeau,3,980289,326763.0,3.6666666666666665,13,4.333333333333333
1515,Bryson Godo,2,804087,402043.5,5.5,11,5.5
1516,Bryson Tiller - Topic,1,433327,433327.0,5.0,7,7.0
1517,BrysonTillerVEVO,8,11109896,1388737.0,6.0,78,9.75
1518,BrytiagoTV,3,17243847,5747949.0,5.0,15,5.0
1519,Bryton Myler,5,4722773,944554.6,5.6,43,8.6
1520,Bu Kolthoum,2,584218,292109.0,4.0,8,4.0
1521,Bubu,1,68801,68801.0,3.0,3,3.0
1522,Buchclub,3,260458,86819.33333333333,4.333333333333333,13,4.333333333333333
1523,Bud Light,2,4257582,2128791.0,6.5,13,6.5
1524,Budweiser,1,843900,843900.0,6.0,6,6.0
1525,Buflo,1,94522,94522.0,3.0,3,3.0
1526,Bugatti,1,1375923,1375923.0,5.0,13,13.0
1527,Bugha,2,1098021,549010.5,4.0,8,4.0
1528,Bugworkout Sport in Russia,5,134264350,26852870.0,5.6,45,9.0
1529,Bugzy Malone,9,11654602,1294955.7777777778,5.444444444444445,49,5.444444444444445
1530,Buhllistic,1,236309,236309.0,5.0,9,9.0
1531,Build-A-Bear,1,794814,794814.0,4.0,4,4.0
1532,Bulien Jam,48,32908479,685593.3125,5.416666666666667,271,5.645833333333333
1533,BullSheepParty,2,320027,160013.5,5.5,20,10.0
1534,Bulletproofentrepreneur,5,1536074,307214.8,6.0,30,6.0
1535,Bumble,1,586235,586235.0,5.0,9,9.0
1536,Bundesliga,26,27208125,1046466.3461538461,4.961538461538462,136,5.230769230769231
1537,Bundesministerium für Gesundheit,4,462617,115654.25,4.25,17,4.25
1538,Bundespolizei Karriere,1,160920,160920.0,5.0,5,5.0
1539,Bundesregierung,3,824986,274995.3333333333,3.6666666666666665,11,3.6666666666666665
1540,Bundeswehr,28,6400090,228574.64285714287,4.25,121,4.321428571428571
1541,Bundeswehr Exclusive,15,1912458,127497.2,3.6,57,3.8
1542,Bungie,1,696022,696022.0,5.0,10,10.0
1543,Burger Craft,1,354314,354314.0,4.0,4,4.0
1544,Burna Boy,18,44243104,2457950.222222222,6.111111111111111,202,11.222222222222221
1545,Burning-Gamers.de,1,37250,37250.0,4.0,4,4.0
1546,Burnley Football Club,5,2113318,422663.6,6.4,34,6.8
1547,Buschfunkistan,1,322837,322837.0,7.0,7,7.0
1548,Bushcraft Bear,3,926464,308821.3333333333,4.0,23,7.666666666666667
1549,Bushido Highlights,1,38181,38181.0,3.0,3,3.0
1550,Bushradical,2,1436884,718442.0,3.5,7,3.5
1551,Bushy,1,258877,258877.0,6.0,6,6.0
1552,BushyGames,1,969914,969914.0,4.0,4,4.0
1553,Business Insider,9,30790997,3421221.888888889,5.333333333333333,53,5.888888888888889
1554,BustaRhymesVEVO,5,12682810,2536562.0,7.2,51,10.2
1555,BusybeeCarys,1,92218,92218.0,3.0,4,4.0
1556,Butrint Imeri,1,700173,700173.0,5.0,5,5.0
1557,Buur,2,3928866,1964433.0,5.0,16,8.0
1558,BuzzFeed Celeb,14,27650808,1975057.7142857143,6.071428571428571,151,10.785714285714286
1559,BuzzFeed Nifty,1,2317292,2317292.0,5.0,8,8.0
1560,BuzzFeed UK,3,2226408,742136.0,6.333333333333333,29,9.666666666666666
1561,BuzzFeed Unsolved Network,17,28261418,1662436.3529411764,6.117647058823529,179,10.529411764705882
1562,BuzzFeedVideo,9,16074336,1786037.3333333333,7.0,105,11.666666666666666
1563,Buzzworl Ent,3,944950,314983.3333333333,5.333333333333333,19,6.333333333333333
1564,Bwag,1,552361,552361.0,4.0,4,4.0
1565,By Post,10,6809934,680993.4,5.3,85,8.5
1566,Byrd Bino,1,363887,363887.0,4.0,4,4.0
1567,Bzet,3,332188,110729.33333333333,6.0,18,6.0
1568,BÖZASOUND TV,6,706878,117813.0,4.333333333333333,26,4.333333333333333
1569,Böhse Onkelz,4,521380,130345.0,3.25,13,3.25
1570,C Wrestling,1,345231,345231.0,7.0,13,13.0
1571,C&C Life,1,372793,372793.0,7.0,7,7.0
1572,C-SPAN,24,53473894,2228078.9166666665,5.416666666666667,185,7.708333333333333
1573,CACTUS_BALLOON,1,2397222,2397222.0,7.0,7,7.0
1574,CALCIO BERLIN,7,909079,129868.42857142857,5.142857142857143,38,5.428571428571429
1575,CALLEkocht - Omas Rezepte,6,965899,160983.16666666666,4.0,24,4.0
1576,CALLMEARJ,1,488052,488052.0,4.0,4,4.0
1577,CALO,3,348487,116162.33333333333,5.0,15,5.0
1578,CARAMELLA,8,1232399,154049.875,5.25,42,5.25
1579,CASAR,2,1669073,834536.5,6.0,12,6.0
1580,CAZZU Canal Oficial,1,643762,643762.0,4.0,4,4.0
1581,CAguileraVEVO,3,14829479,4943159.666666667,5.666666666666667,34,11.333333333333334
1582,CBBC,1,72462,72462.0,4.0,4,4.0
1583,CBC Music,1,499685,499685.0,6.0,15,15.0
1584,CBC News,6,2626648,437774.6666666667,6.166666666666667,37,6.166666666666667
1585,CBC News: The National,8,11782016,1472752.0,5.875,65,8.125
1586,CBC Sport,1,153812,153812.0,3.0,3,3.0
1587,CBC Sports,1,284144,284144.0,4.0,4,4.0
1588,CBS,8,12748060,1593507.5,6.5,91,11.375
1589,CBS 17,6,3591289,598548.1666666666,5.166666666666667,34,5.666666666666667
1590,CBS All Access,3,9543001,3181000.3333333335,5.666666666666667,21,7.0
1591,CBS Boston,4,2580237,645059.25,6.0,29,7.25
1592,CBS Chicago,5,4188899,837779.8,5.6,28,5.6
1593,CBS Evening News,12,13931687,1160973.9166666667,5.5,80,6.666666666666667
1594,CBS Los Angeles,9,10618869,1179874.3333333333,4.444444444444445,60,6.666666666666667
1595,CBS Miami,7,3494656,499236.5714285714,6.285714285714286,51,7.285714285714286
1596,CBS Mornings,11,7577715,688883.1818181818,4.2727272727272725,52,4.7272727272727275
1597,CBS New York,5,2500986,500197.2,5.0,30,6.0
1598,CBS News,14,26235169,1873940.642857143,5.142857142857143,78,5.571428571428571
1599,CBS Philadelphia,1,230892,230892.0,6.0,6,6.0
1600,CBS Philly,3,2135931,711977.0,4.0,12,4.0
1601,CBS Pittsburgh,2,273395,136697.5,3.5,7,3.5
1602,CBS Sacramento,2,1559938,779969.0,6.0,12,6.0
1603,CBS Sports Golazo,58,57808833,996704.0172413794,4.637931034482759,274,4.724137931034483
1604,CBS Sports Golazo - Europe,16,7620417,476276.0625,5.125,82,5.125
1605,CBS Sports HQ,39,47522451,1218524.3846153845,5.512820512820513,278,7.128205128205129
1606,CBS Sunday Morning,11,11671943,1061085.7272727273,6.0,89,8.090909090909092
1607,CBS This Morning,11,30280003,2752727.5454545454,4.909090909090909,92,8.363636363636363
1608,CBS46 Atlanta,3,1054181,351393.6666666667,5.0,15,5.0
1609,CBSDFW,2,3608050,1804025.0,7.0,20,10.0
1610,CBell,3,2473682,824560.6666666666,5.666666666666667,23,7.666666666666667
1611,CC Clarke Beauty,2,123998,61999.0,4.5,9,4.5
1612,CDawgVA,14,13654007,975286.2142857143,5.5,140,10.0
1613,CEMONYM,2,227340,113670.0,6.0,12,6.0
1614,CERN,1,980955,980955.0,6.0,6,6.0
1615,CG Animator,1,455773,455773.0,6.0,6,6.0
1616,CG5,15,30339718,2022647.8666666667,5.933333333333334,147,9.8
1617,CG5LIVE,1,853413,853413.0,4.0,4,4.0
1618,CGArvay,1,57816,57816.0,4.0,4,4.0
1619,CGP Grey,19,25456575,1339819.7368421052,6.0,261,13.736842105263158
1620,CGTN,1,546386,546386.0,2.0,2,2.0
1621,CGTN America,1,181443,181443.0,5.0,5,5.0
1622,CHANDAN ART ACADEMY,1,154513998,154513998.0,7.0,19,19.0
1623,CHASE ATLANTIC,1,1834368,1834368.0,4.0,11,11.0
1624,CHECK24,2,9320966,4660483.0,6.0,12,6.0
1625,CHECKER WELT,4,418828,104707.0,4.5,18,4.5
1626,CHED,1,2834342,2834342.0,5.0,10,10.0
1627,CHELSEA FAN TV,1,80090,80090.0,1.0,1,1.0
1628,CHIO Aachen,1,48845,48845.0,3.0,4,4.0
1629,CHIP,1,37507,37507.0,3.0,3,3.0
1630,CHUNG HA_Official,4,43072993,10768248.25,6.25,57,14.25
1631,CIVO,1,108790,108790.0,4.0,4,4.0
1632,CIX Official,3,30515637,10171879.0,3.0,11,3.6666666666666665
1633,CJmitBrille,1,42811,42811.0,1.0,1,1.0
1634,CKay,1,2389972,2389972.0,6.0,6,6.0
1635,CL Official Channel,5,28421125,5684225.0,5.8,60,12.0
1636,CLAAS Deutschland,3,197817,65939.0,4.0,12,4.0
1637,CLARIXMOOD,1,221892,221892.0,4.0,4,4.0
1638,CLC 씨엘씨 (Official YouTube Channel),4,27153267,6788316.75,4.5,30,7.5
1639,CLEO,2,3128696,1564348.0,3.5,7,3.5
1640,CLR Bruce Rivers,1,142080,142080.0,3.0,3,3.0
1641,CMA Country Music Association,1,387408,387408.0,4.0,4,4.0
1642,CMAVEVO,2,897338,448669.0,3.5,7,3.5
1643,CMT,5,3542382,708476.4,4.6,23,4.6
1644,CNA,5,3988328,797665.6,4.6,29,5.8
1645,CNBC,16,24351778,1521986.125,5.1875,105,6.5625
1646,CNBC International TV,2,451479,225739.5,5.0,10,5.0
1647,CNBC Make It,1,975949,975949.0,6.0,6,6.0
1648,CNBC Television,23,30105100,1308917.391304348,5.043478260869565,158,6.869565217391305
1649,CNCOVEVO,4,16764056,4191014.0,4.75,19,4.75
1650,CNET,18,15545213,863622.9444444445,5.5,197,10.944444444444445
1651,CNET Highlights,6,6882427,1147071.1666666667,5.833333333333333,72,12.0
1652,CNN,17,43751235,2573602.0588235296,6.588235294117647,130,7.647058823529412
1653,CNN 10,2,446500,223250.0,4.5,9,4.5
1654,COLETHEMAN TW,1,313817,313817.0,3.0,3,3.0
1655,COLLAPSE,1,361191,361191.0,4.0,4,4.0
1656,COLLAR,2,2166553,1083276.5,5.0,10,5.0
1657,COLORING,1,4437866,4437866.0,4.0,4,4.0
1658,COLORS,12,4902635,408552.9166666667,5.083333333333333,78,6.5
1659,COMMENCAL Bicycles & Skis,1,83719,83719.0,3.0,3,3.0
1660,COMPUTER BILD,4,407360,101840.0,4.0,16,4.0
1661,CONMEBOL,17,42780667,2516509.8235294116,4.588235294117647,129,7.588235294117647
1662,CONMEBOL Libertadores,2,905233,452616.5,4.5,13,6.5
1663,CONSIDERCOLOGNE,2,137123,68561.5,4.5,9,4.5
1664,CONTENTbible,1,256790,256790.0,4.0,4,4.0
1665,CORD,1,510483,510483.0,6.0,6,6.0
1666,CORE,1,2891163,2891163.0,4.0,4,4.0
1667,CORPSE,3,5365090,1788363.3333333333,6.0,33,11.0
1668,CORPSE Husband Gaming & Clips,3,10825914,3608638.0,5.666666666666667,27,9.0
1669,COSMO,2,264480,132240.0,5.0,10,5.0
1670,COURT TV,1,282759,282759.0,3.0,3,3.0
1671,COZY WITH THE CURLS,1,968819,968819.0,4.0,4,4.0
1672,CP24,1,408884,408884.0,3.0,3,3.0
1673,CRAZY MIDDLES,2,774686,387343.0,5.5,21,10.5
1674,CREAM,3,358855,119618.33333333333,3.3333333333333335,10,3.3333333333333335
1675,CRED,1,4659378,4659378.0,6.0,6,6.0
1676,CRO,2,205285,102642.5,3.5,7,3.5
1677,CRSWHT,1,226561,226561.0,5.0,5,5.0
1678,CS99TV,5,16278577,3255715.4,3.6,20,4.0
1679,CSYON,3,234326,78108.66666666667,3.6666666666666665,11,3.6666666666666665
1680,CTF STORY,1,2922744,2922744.0,5.0,10,10.0
1681,CTV News,7,14625730,2089390.0,4.857142857142857,51,7.285714285714286
1682,CTanganaVEVO,1,5887168,5887168.0,4.0,4,4.0
1683,CThaGod,2,2259909,1129954.5,6.0,22,11.0
1684,CTproductions - Downhill,1,67124,67124.0,4.0,4,4.0
1685,CVV CLIPS,2,3963506,1981753.0,5.0,10,5.0
1686,CZsWorld,1,474678,474678.0,4.0,4,4.0
1687,Caboose TV,5,1901648,380329.6,5.2,39,7.8
1688,Caddicarus,2,1572970,786485.0,6.5,23,11.5
1689,Cadillac,1,2357207,2357207.0,7.0,16,16.0
1690,Caedrel,2,432548,216274.0,6.5,30,15.0
1691,Caitlin Campbell,1,1281446,1281446.0,6.0,6,6.0
1692,Caitlin Doughty – Ask A Mortician,8,3834223,479277.875,6.5,74,9.25
1693,Caitlin Reilly,1,1663473,1663473.0,5.0,5,5.0
1694,Caitlyn Jenner,1,2152924,2152924.0,7.0,17,17.0
1695,Caleb Hyles,1,298650,298650.0,8.0,8,8.0
1696,CalebCity,42,62021176,1476694.6666666667,6.333333333333333,438,10.428571428571429
1697,Calfreezy,46,49898008,1084739.3043478262,6.8478260869565215,342,7.434782608695652
1698,Cali Kessy,18,1798136,99896.44444444444,3.9444444444444446,81,4.5
1699,Cali Momma,1,4364717,4364717.0,4.0,4,4.0
1700,CalibreCincuentaVEVO,3,12476497,4158832.3333333335,6.333333333333333,19,6.333333333333333
1701,CaliyElDandeeVEVO,1,7093980,7093980.0,5.0,5,5.0
1702,Call Me Kevin,6,3471073,578512.1666666666,5.5,33,5.5
1703,Call of Duty,41,102140664,2491235.7073170734,5.951219512195122,480,11.707317073170731
1704,Call of Duty Deutsch,1,63863,63863.0,5.0,5,5.0
1705,Call of Duty League,2,3146848,1573424.0,6.5,14,7.0
1706,CallMeCarson,4,1408935,352233.75,5.5,32,8.0
1707,CallMeCarsonLIVE,1,282972,282972.0,5.0,5,5.0
