,channelTitle,sum_video,sum_views,avg_views,avg_trend_days,sum_trend,avg_freq_trend
5915,Latte ASMR,4,2374975,593743.75,5.75,23,5.75
5916,Latto,4,4103651,1025912.75,4.75,19,4.75
5917,LattoVEVO,5,4223422,844684.4,6.0,35,7.0
5918,Laugh Over Life,4,21249550,5312387.5,7.0,60,15.0
5919,Laughability,1,821308,821308.0,5.0,5,5.0
5920,LaurDIY,9,5241890,582432.2222222222,6.333333333333333,62,6.888888888888889
5921,LaurDIY Vlogs,1,362589,362589.0,5.0,5,5.0
5922,Laura Kampf,1,214631,214631.0,6.0,11,11.0
5923,Laura Larsson,1,41073,41073.0,5.0,5,5.0
5924,Laura Lee,3,1879603,626534.3333333334,6.333333333333333,28,9.333333333333334
5925,Laura Sophie,1,64002,64002.0,4.0,4,4.0
5926,Laura in the Kitchen,1,214966,214966.0,6.0,6,6.0
5927,LauraJoelle,2,83958,41979.0,2.5,5,2.5
5928,Lauren & Arie,9,7388013,820890.3333333334,5.555555555555555,52,5.777777777777778
5929,Lauren Daigle,1,1014455,1014455.0,7.0,7,7.0
5930,Lauren Giraldo,2,687114,343557.0,4.5,14,7.0
5931,Lauren Spencer-Smith,1,593355,593355.0,8.0,13,13.0
5932,Lauren Spencer-Smith - Topic,1,651456,651456.0,5.0,9,9.0
5933,LaurenSpencerSVEVO,1,898968,898968.0,7.0,12,12.0
5934,Laurence McKenna,1,40603,40603.0,4.0,4,4.0
5935,LaurenzSide,12,19230515,1602542.9166666667,6.333333333333333,113,9.416666666666666
5936,Lauv,1,4181538,4181538.0,5.0,14,14.0
5937,LavenderTowne,6,2426185,404364.1666666667,4.0,25,4.166666666666667
5938,Laver Cup,4,2870366,717591.5,5.25,24,6.0
5939,Law & Order,1,543386,543386.0,7.0,12,12.0
5940,Law By Mike,9,13806873,1534097.0,3.7777777777777777,52,5.777777777777778
5941,Law Offices of Phillips & Hunt,1,930960,930960.0,5.0,9,9.0
5942,Law of Attraction Coaching,1,160695,160695.0,4.0,4,4.0
5943,Law&Crime Network,5,52821003,10564200.6,9.8,75,15.0
5944,LawTWINZ,3,858089,286029.6666666667,5.333333333333333,27,9.0
5945,Lay's,1,1324854,1324854.0,5.0,5,5.0
5946,LayedBakDFR,14,4416377,315455.5,5.285714285714286,79,5.642857142857143
5947,LazarBeam,47,238808188,5081025.276595744,6.553191489361702,573,12.191489361702128
5948,LazarLazar,23,61725010,2683696.086956522,6.608695652173913,246,10.695652173913043
5949,LazarShorts,1,216427,216427.0,6.0,10,10.0
5950,LcLc,1,1700143,1700143.0,8.0,15,15.0
5951,LeFloid,8,1527442,190930.25,4.5,36,4.5
5952,LeKoopa,34,5215763,153404.79411764705,4.882352941176471,172,5.0588235294117645
5953,LeKoopa & LeHK ,1,38959,38959.0,3.0,3,3.0
5954,LeTwins,1,19906914,19906914.0,6.0,15,15.0
5955,Lea Jell Working Equitation,1,39880,39880.0,4.0,4,4.0
5956,LeaVEVO,3,1134443,378147.6666666667,5.0,15,5.0
5957,Leaf Media,1,3330311,3330311.0,4.0,4,4.0
5958,League of Legends,45,215315808,4784795.733333333,5.7555555555555555,557,12.377777777777778
5959,League of Legends: Wild Rift,3,9611850,3203950.0,5.0,25,8.333333333333334
5960,Leana Deeb,1,241424,241424.0,4.0,4,4.0
5961,Learn German with Anja,1,120322,120322.0,4.0,4,4.0
5962,LebenUSA,1,168180,168180.0,5.0,5,5.0
5963,Lebensgeschichten,1,335382,335382.0,4.0,7,7.0
5964,Lecker mit Anastasiya Zefirka,2,1595885,797942.5,4.5,9,4.5
5965,Lecker schnell,6,11339301,1889883.5,4.833333333333333,29,4.833333333333333
5966,Leckere Ideen,1,106189,106189.0,3.0,3,3.0
5967,Leckere Minute,4,8567783,2141945.75,5.0,20,5.0
5968,Leckerer Kanal,3,2567907,855969.0,6.333333333333333,19,6.333333333333333
5969,Leckeres und einfaches Essen,1,441769,441769.0,5.0,5,5.0
5970,Leckerschmecker,16,5214923,325932.6875,3.6875,59,3.6875
5971,Ledri Vula,4,8933455,2233363.75,6.0,29,7.25
5972,Lee Gunner,2,98147,49073.5,4.0,8,4.0
5973,Lee Hinchcliffe,1,30705,30705.0,5.0,5,5.0
5974,Lee Lockwood,1,41947,41947.0,6.0,6,6.0
5975,Leeds United Official,23,8573058,372741.652173913,5.130434782608695,123,5.3478260869565215
5976,Leeroy Matata,13,9022651,694050.0769230769,5.153846153846154,70,5.384615384615385
5977,Leeroy will's wissen!,47,47777842,1016549.8297872341,5.382978723404255,254,5.404255319148936
5978,LegalBytes,3,869170,289723.3333333333,6.0,22,7.333333333333333
5979,LegalEagle,11,10941682,994698.3636363636,6.363636363636363,121,11.0
5980,Legend Of Winning,2,477650,238825.0,5.0,15,7.5
5981,LegendofTotalWar,1,165428,165428.0,4.0,7,7.0
5982,LegitStreetCars,3,1336361,445453.6666666667,5.333333333333333,17,5.666666666666667
5983,LehlaSamiaVEVO,1,989056,989056.0,4.0,4,4.0
5984,Lehrerschmidt,2,427747,213873.5,4.0,14,7.0
5985,Lele Pons,2,20072045,10036022.5,6.0,17,8.5
5986,Lena,7,1185557,169365.2857142857,3.4285714285714284,30,4.285714285714286
5987,Lena & Adam,1,550969,550969.0,7.0,11,11.0
5988,Lenaglams,2,342987,171493.5,7.0,14,7.0
5989,Lenarr Young,10,6728076,672807.6,6.1,61,6.1
5990,LennyBarn,2,615455,307727.5,5.5,11,5.5
5991,Lennyficate,4,185519,46379.75,2.5,10,2.5
5992,Leo Black,1,536863,536863.0,4.0,4,4.0
5993,Leo Mahalo Shorts,2,59412584,29706292.0,6.0,16,8.0
5994,LeoNata Family,2,30168930,15084465.0,4.5,9,4.5
5995,Leon Lovelock,2,263366,131683.0,4.5,9,4.5
5996,Leon Machère,8,1607066,200883.25,5.5,48,6.0
5997,Leon der Cutter,2,1304028,652014.0,4.0,8,4.0
5998,Leonel Alvarado,1,288999,288999.0,3.0,3,3.0
5999,Leonhart,2,2233660,1116830.0,5.5,16,8.0
6000,Leonid Zelenitsky OFFICIAL,2,19005063,9502531.5,3.5,7,3.5
6001,Leonidas Arkona,21,4493640,213982.85714285713,5.333333333333333,112,5.333333333333333
6002,Leowook,1,313987,313987.0,5.0,5,5.0
6003,Les Do Makeup,35,25128609,717960.2571428572,5.314285714285714,187,5.3428571428571425
6004,Lessons in Meme Culture,1,916596,916596.0,7.0,12,12.0
6005,Let Me Explain Studios,11,18396367,1672397.0,6.181818181818182,132,12.0
6006,Let's Cook mit Julian,3,227724,75908.0,4.666666666666667,14,4.666666666666667
6007,Let's Game It Out,25,77843271,3113730.84,6.92,447,17.88
6008,Let's Talk FPL,2,295148,147574.0,4.5,9,4.5
6009,Let's ask Shogo -Your Japanese friend in Kyoto,2,5886678,2943339.0,5.0,14,7.0
6010,Let's ask Shogo | Your Japanese friend in Kyoto,1,1533375,1533375.0,5.0,5,5.0
6011,Lets-Bastel,27,3719465,137757.96296296295,4.333333333333333,117,4.333333333333333
6012,LetsHugo,2,189560,94780.0,6.5,13,6.5
6013,Letterkenny Problems,4,1707704,426926.0,5.0,20,5.0
6014,Level UP,2,6259426,3129713.0,7.5,27,13.5
6015,LevelCapGaming,1,365876,365876.0,3.0,6,6.0
6016,Levi's®,1,355385,355385.0,2.0,3,3.0
6017,Lewinray,22,10578222,480828.2727272727,4.181818181818182,92,4.181818181818182
6018,Lewis Howes Shorts,1,326220,326220.0,4.0,8,8.0
6019,LewisCapaldiVEVO,4,7223663,1805915.75,6.75,27,6.75
6020,Lexi Hensler,30,49104433,1636814.4333333333,6.033333333333333,288,9.6
6021,LexiVee03,1,345866,345866.0,4.0,4,4.0
6022,Lexington Herald Leader,1,1761065,1761065.0,7.0,12,12.0
6023,Lexington VIPPER,1,1231279,1231279.0,5.0,5,5.0
6024,LeystTV,1,289042,289042.0,5.0,13,13.0
6025,Leyton Orient Football Club,1,43900,43900.0,5.0,5,5.0
6026,LiDiRo,25,4396590,175863.6,4.36,109,4.36
6027,Lia & Alfi,14,1267389,90527.78571428571,4.785714285714286,73,5.214285714285714
6028,Liam Donafee,3,664905,221635.0,4.666666666666667,22,7.333333333333333
6029,Liam Gallagher,8,2815853,351981.625,5.875,47,5.875
6030,Liam Payne Official,7,2543585,363369.28571428574,4.571428571428571,66,9.428571428571429
6031,Liam Thompson,18,9981723,554540.1666666666,5.777777777777778,124,6.888888888888889
6032,LiamKyleSullivan,1,871148,871148.0,6.0,6,6.0
6033,LiamPayneVEVO,3,6077487,2025829.0,6.333333333333333,47,15.666666666666666
6034,Liana Jade,6,7942262,1323710.3333333333,3.6666666666666665,22,3.6666666666666665
6035,Lidia Baylis-Zullo,3,149631,49877.0,4.0,12,4.0
6036,Lidl,13,33964264,2612635.6923076925,4.615384615384615,60,4.615384615384615
6037,Lidl GB,2,402238,201119.0,5.0,10,5.0
6038,Liebherr,1,93921,93921.0,3.0,3,3.0
6039,Liebscher & Bracht | Die Schmerzspezialisten,21,3803000,181095.2380952381,4.523809523809524,96,4.571428571428571
6040,Life As Nique,1,317957,317957.0,6.0,6,6.0
6041,Life Lion,15,12302598,820173.2,4.666666666666667,77,5.133333333333334
6042,Life Noggin,3,1392440,464146.6666666667,6.333333333333333,24,8.0
6043,Life Uncontained,19,10221995,537999.7368421053,5.473684210526316,152,8.0
6044,Life With mykel,3,854861,284953.6666666667,5.0,15,5.0
6045,Life of Boris,4,2499025,624756.25,5.75,39,9.75
6046,Life of Bradley Martyn,8,5185106,648138.25,4.375,50,6.25
6047,Life of Palos,1,347126,347126.0,5.0,5,5.0
6048,Life of Tom,19,3578452,188339.57894736843,6.0,114,6.0
6049,Life to go,2,95153,47576.5,3.5,7,3.5
6050,Life with Brothers Shorts,2,54748354,27374177.0,4.5,9,4.5
6051,LifeOfADoctor,2,20338569,10169284.5,6.5,18,9.0
6052,LifeWithAsmxlls,1,77576,77576.0,6.0,6,6.0
6053,LifeisPainTv,52,18509927,355960.1346153846,5.538461538461538,295,5.673076923076923
6054,Lifestylez Studios,1,2768558,2768558.0,4.0,8,8.0
6055,Lifetime,1,1618960,1618960.0,6.0,6,6.0
6056,Liger,1,475280,475280.0,6.0,6,6.0
6057,LightSkinKeisha,1,298451,298451.0,4.0,4,4.0
6058,Lighteye Beatz,3,423173,141057.66666666666,4.666666666666667,14,4.666666666666667
6059,LightningSeedsVEVO,1,246508,246508.0,5.0,9,9.0
6060,Ligue 1 Uber Eats Official,37,52192265,1410601.7567567567,5.621621621621622,384,10.378378378378379
6061,Ligue 2 BKT,1,234942,234942.0,4.0,4,4.0
6062,Lijana Risen,3,4022843,1340947.6666666667,7.0,21,7.0
6063,Lil Baby - Topic,1,841632,841632.0,6.0,10,10.0
6064,Lil Baby Official 4PF,12,15362319,1280193.25,6.666666666666667,136,11.333333333333334
6065,Lil Berete,1,469574,469574.0,5.0,5,5.0
6066,Lil Double 0,2,1193899,596949.5,5.5,11,5.5
6067,Lil Durk,29,134922870,4652512.75862069,7.379310344827586,337,11.620689655172415
6068,Lil Durk - Topic,2,1916056,958028.0,8.0,16,8.0
6069,Lil Eazzyy,1,509982,509982.0,8.0,8,8.0
6070,Lil Keed,1,351101,351101.0,2.0,2,2.0
6071,Lil Lano,14,2685610,191829.2857142857,4.428571428571429,62,4.428571428571429
6072,Lil Mabu,1,324864,324864.0,5.0,5,5.0
6073,Lil Mosey,1,1179811,1179811.0,7.0,7,7.0
6074,Lil Nas X,18,58851928,3269551.5555555555,5.722222222222222,187,10.38888888888889
6075,Lil Peep,3,4573612,1524537.3333333333,5.0,26,8.666666666666666
6076,Lil Poppa,4,1908213,477053.25,5.5,22,5.5
6077,Lil Skies,5,6523612,1304722.4,7.4,51,10.2
6078,Lil Tecca,15,15884635,1058975.6666666667,5.533333333333333,131,8.733333333333333
6079,Lil Tjay,16,48406941,3025433.8125,5.75,176,11.0
6080,Lil Tjay - Topic,1,1689822,1689822.0,6.0,9,9.0
6081,Lil Uzi Vert - Topic,1,291658,291658.0,6.0,6,6.0
6082,Lil Wayne,6,8923215,1487202.5,5.5,40,6.666666666666667
6083,Lil Wayne - Topic,1,866048,866048.0,8.0,8,8.0
6084,Lil Windex,1,1548204,1548204.0,4.0,4,4.0
6085,Lil Zay Osama,4,1897012,474253.0,4.75,23,5.75
6086,LilAggy,1,450379,450379.0,5.0,10,10.0
6087,LilBabyVEVO,17,102653468,6038439.294117647,7.823529411764706,283,16.647058823529413
6088,LilDuvalVEVO,1,499189,499189.0,6.0,6,6.0
6089,LilKeeMusicVEVO,1,1950376,1950376.0,7.0,13,13.0
6090,LilMigoVEVO,1,390055,390055.0,5.0,5,5.0
6091,LilMoseyVEVO,2,4834099,2417049.5,6.5,26,13.0
6092,LilNasXVEVO,11,222004207,20182200.636363637,6.181818181818182,151,13.727272727272727
6093,LilPoppaVEVO,4,2042084,510521.0,5.5,22,5.5
6094,LilPumpVEVO,1,490682,490682.0,4.0,4,4.0
6095,LilWayneVEVO,5,7084333,1416866.6,5.4,36,7.2
6096,LilYachtyVEVO,3,4724386,1574795.3333333333,4.666666666666667,14,4.666666666666667
6097,Lilifilm Official,4,40951985,10237996.25,6.75,58,14.5
6098,Lilly Singh,4,1927033,481758.25,5.75,33,8.25
6099,Lily Pebbles,3,349058,116352.66666666667,5.0,15,5.0
6100,LilyPichu,10,8582497,858249.7,5.4,58,5.8
6101,Lilypi2,3,968561,322853.6666666667,4.666666666666667,20,6.666666666666667
6102,Limmy,1,818500,818500.0,6.0,11,11.0
6103,Lina,3,160132,53377.333333333336,4.0,12,4.0
6104,LinaFleer,9,419889,46654.333333333336,3.6666666666666665,34,3.7777777777777777
6105,LinaRode,1,699418,699418.0,7.0,7,7.0
6106,Linda DIY,1,69853,69853.0,4.0,4,4.0
6107,Lindemann Official,4,1203745,300936.25,4.0,16,4.0
6108,Lindsay Ellis,3,1662568,554189.3333333334,4.666666666666667,14,4.666666666666667
6109,Lindsey Stirling,9,6399896,711099.5555555555,5.222222222222222,75,8.333333333333334
6110,Lingualizer,6,11747960,1957993.3333333333,4.5,54,9.0
6111,Link Up TV,6,1193046,198841.0,5.5,38,6.333333333333333
6112,Linkin Park,4,3304545,826136.25,4.5,36,9.0
6113,Lino Golden,1,3033043,3033043.0,7.0,10,10.0
6114,Linus Tech Tips,30,79597117,2653237.2333333334,5.666666666666667,300,10.0
6115,LinusStudios,1,1158998,1158998.0,5.0,5,5.0
6116,Lion,3,491682,163894.0,6.333333333333333,19,6.333333333333333
6117,Lionfield,5,30552753,6110550.6,5.8,65,13.0
6118,Lionsgate Movies,12,79646641,6637220.083333333,5.666666666666667,115,9.583333333333334
6119,Lipse,1,5561598,5561598.0,4.0,4,4.0
6120,Lisa Eldridge,1,262172,262172.0,4.0,4,4.0
6121,Lisa Küppers,2,320130,160065.0,4.5,9,4.5
6122,Lisa Nguyen,10,23093995,2309399.5,4.2,65,6.5
6123,Lisa Sophie Laurent,6,583499,97249.83333333333,3.6666666666666665,22,3.6666666666666665
6124,Lisa Yasmin,1,115660,115660.0,5.0,5,5.0
6125,Lisa Übelsbacher,1,89935,89935.0,5.0,5,5.0
6126,Lisa-Marie Schiffner,5,1363981,272796.2,5.6,28,5.6
6127,Lisha&Lou,1,49119,49119.0,2.0,2,2.0
6128,Listeniz,1,570165,570165.0,6.0,6,6.0
6129,Little Big,7,34688181,4955454.428571428,5.857142857142857,76,10.857142857142858
6130,Little Giant Boxing,3,2274795,758265.0,5.333333333333333,21,7.0
6131,Little Lia,3,3792141,1264047.0,7.0,35,11.666666666666666
6132,Little Mix,14,5099629,364259.21428571426,5.357142857142857,80,5.714285714285714
6133,Little Mix - Topic,3,1149767,383255.6666666667,4.333333333333333,13,4.333333333333333
6134,Little Simz,2,1315610,657805.0,5.0,10,5.0
6135,Little Z,2,878984,439492.0,6.0,12,6.0
6136,LittleGlove,1,68537758,68537758.0,6.0,18,18.0
6137,"Live Nest Box Camera 2021 - Loughborough, UK",1,3636414,3636414.0,6.0,20,20.0
6138,Live Storms Media,2,731203,365601.5,3.0,6,3.0
6139,LiveNOW from FOX,10,34501432,3450143.2,6.6,95,9.5
6140,Liven Family,2,484126,242063.0,4.0,8,4.0
6141,Liverpool FC,61,147312440,2414958.0327868853,6.049180327868853,457,7.491803278688525
6142,Living Big In A Tiny House,3,1520129,506709.6666666667,5.0,15,5.0
6143,LivingLifeFast,6,675728,112621.33333333333,6.0,36,6.0
6144,Liyah Mai,1,67055,67055.0,4.0,4,4.0
6145,Liz Katz,1,754935,754935.0,6.0,12,12.0
6146,LizAlex Fam,2,20910957,10455478.5,5.0,10,5.0
6147,Liza Koshy,10,10150919,1015091.9,5.8,95,9.5
6148,Liza Koshy Too,2,1284855,642427.5,4.5,15,7.5
6149,Lizeth Ramirez,1,232883,232883.0,8.0,8,8.0
6150,Lizos Music,3,8914748,2971582.6666666665,6.333333333333333,20,6.666666666666667
6151,Lizzo Music,4,39688705,9922176.25,7.0,58,14.5
6152,Lizzy Capri,8,8525285,1065660.625,5.375,75,9.375
6153,LoL Esports,1,412006,412006.0,3.0,3,3.0
6154,Loai,1,155815,155815.0,6.0,6,6.0
6155,LockDownLife,8,4133936,516742.0,6.25,80,10.0
6156,LockPickingLawyer,17,31645804,1861517.8823529412,6.0588235294117645,214,12.588235294117647
6157,Lockstin & Gnoggin,6,3999406,666567.6666666666,5.0,48,8.0
6158,Logan Paul,15,75049949,5003329.933333334,7.4,279,18.6
6159,Logdotzip,6,9023675,1503945.8333333333,6.333333333333333,64,10.666666666666666
6160,Lohnt sich das?,33,9156234,277461.63636363635,4.333333333333333,144,4.363636363636363
6161,Loic Suberville,15,51648904,3443260.2666666666,5.8,175,11.666666666666666
6162,Lokalzeit MordOrte,3,188058,62686.0,5.0,15,5.0
6163,Loleventvods - LoL Esports: VODs & Montages,2,369258,184629.0,4.0,12,6.0
6164,Lomby Shorts,1,5163498,5163498.0,6.0,6,6.0
6165,London Grammar,1,170213,170213.0,6.0,6,6.0
6166,LondonGrammarVEVO,3,1216997,405665.6666666667,4.666666666666667,14,4.666666666666667
6167,Lone Fox,8,3126575,390821.875,4.75,42,5.25
6168,LongBeachGriffy,1,1229451,1229451.0,5.0,5,5.0
6169,LongHairPrettyNails,1,432802,432802.0,5.0,5,5.0
6170,Loony,1,1889762,1889762.0,7.0,18,18.0
6171,Looper,6,5557087,926181.1666666666,5.5,47,7.833333333333333
6172,Loose Women,16,2645502,165343.875,5.4375,92,5.75
6173,Loosh,1,543901,543901.0,3.0,3,3.0
6174,Looskanal,3,369218,123072.66666666667,4.333333333333333,13,4.333333333333333
6175,Lord Aleem,7,1498674,214096.2857142857,4.714285714285714,33,4.714285714285714
6176,Lord Bung,2,1025845,512922.5,5.5,16,8.0
6177,Lorde,1,11976548,11976548.0,7.0,35,35.0
6178,LordeVEVO,6,9070416,1511736.0,6.166666666666667,65,10.833333333333334
6179,LoreCraft,3,3272980,1090993.3333333333,5.333333333333333,26,8.666666666666666
6180,Loredana - Topic,3,448357,149452.33333333334,3.3333333333333335,10,3.3333333333333335
6181,Loren Gray,1,462879,462879.0,4.0,4,4.0
6182,LorenGrayVEVO,1,667125,667125.0,4.0,10,10.0
6183,Lorie Megistus,1,161029,161029.0,4.0,4,4.0
6184,Lorraine,13,4199867,323066.6923076923,5.769230769230769,96,7.384615384615385
6185,Los Angeles Chargers,1,419668,419668.0,5.0,5,5.0
6186,Los Angeles Lakers,7,1846348,263764.0,4.142857142857143,42,6.0
6187,Los Angeles Times,3,1907953,635984.3333333334,4.666666666666667,23,7.666666666666667
6188,Los Dos Carnales,4,4479840,1119960.0,4.5,18,4.5
6189,Loserfruit,4,4286321,1071580.25,5.5,27,6.75
6190,Loski Official,3,1631783,543927.6666666666,5.666666666666667,17,5.666666666666667
6191,LoskiVEVO,3,1754163,584721.0,6.0,18,6.0
6192,Lost In Vegas,1,102909,102909.0,5.0,5,5.0
6193,Lost Moments,5,470557,94111.4,3.4,17,3.4
6194,Lottery frappe and laughs,1,235124,235124.0,4.0,4,4.0
6195,Louaista,1,1717709,1717709.0,5.0,5,5.0
6196,Loudwire,2,432638,216319.0,4.0,8,4.0
6197,Louie Zong,1,546786,546786.0,6.0,6,6.0
6198,Louie's Life,25,17122559,684902.36,5.76,144,5.76
6199,Louis C.K.,2,1109075,554537.5,5.5,11,5.5
6200,Louis Rossmann,1,487660,487660.0,4.0,8,8.0
6201,Louis Tomlinson,5,5506252,1101250.4,5.0,60,12.0
6202,Louis Tomlinson - Topic,2,1162921,581460.5,4.5,17,8.5
6203,Louis Vuitton,3,8589623,2863207.6666666665,4.333333333333333,28,9.333333333333334
6204,Louis Weisz,1,8626905,8626905.0,8.0,17,17.0
6205,Louisa Masciullo,6,712860,118810.0,4.166666666666667,25,4.166666666666667
6206,Louise Pentland,1,208539,208539.0,6.0,6,6.0
6207,Love Island,32,9733643,304176.34375,4.25,137,4.28125
6208,Love Island DE,44,5471967,124362.88636363637,2.159090909090909,95,2.159090909090909
6209,Love Stories TV - Emotional Wedding Videos,1,4991033,4991033.0,6.0,6,6.0
6210,Love and London,1,133527,133527.0,5.0,5,5.0
6211,Lovejoy,7,15786554,2255222.0,7.285714285714286,103,14.714285714285714
6212,LoverFella,10,9833030,983303.0,5.5,89,8.9
6213,LoverReacts,2,1104305,552152.5,5.5,20,10.0
6214,LoverShorts,2,12719781,6359890.5,6.0,12,6.0
6215,Lowell Observatory,1,2286768,2286768.0,8.0,15,15.0
6216,LoyleCarnerVEVO,2,564836,282418.0,5.0,10,5.0
6217,Luana Vjollca,1,1786586,1786586.0,6.0,6,6.0
6218,Luana Vjollca - Channel,1,2181147,2181147.0,3.0,3,3.0
6219,Lubalin,1,349946,349946.0,5.0,7,7.0
6220,Luca Hänni,2,251116,125558.0,4.0,8,4.0
6221,Luca Kaneshiro【NIJISANJI EN】,1,742378,742378.0,4.0,4,4.0
6222,LucaHanniMusicVEVO,1,184092,184092.0,5.0,5,5.0
6223,Lucas and Marcus,1,723337,723337.0,5.0,5,5.0
6224,Lucas the Spider,2,1217182,608591.0,6.0,21,10.5
6225,Lucasfilm,2,7734965,3867482.5,8.0,31,15.5
6226,Luciano - Topic,6,1242343,207057.16666666666,4.833333333333333,29,4.833333333333333
6227,Luciano | Locosquad,6,9116798,1519466.3333333333,7.333333333333333,44,7.333333333333333
6228,Lucio101,3,371106,123702.0,4.0,12,4.0
6229,Lucio101 - Topic,1,93044,93044.0,4.0,4,4.0
6230,Lucler_Lucifer,1,779809,779809.0,5.0,5,5.0
6231,Lucy Edwards,4,8907944,2226986.0,5.5,27,6.75
6232,Lucy Jessica Carter,4,298373,74593.25,5.75,23,5.75
6233,Lucy Wyndham-Read,1,376839,376839.0,5.0,5,5.0
6234,LudFoeVEVO,1,553481,553481.0,5.0,5,5.0
6235,Ludwig,11,18200920,1654629.0909090908,4.636363636363637,88,8.0
6236,Ludwin Clips,1,2533481,2533481.0,5.0,10,10.0
6237,Luetin09,1,252965,252965.0,5.0,5,5.0
6238,Lufu,1,176868,176868.0,5.0,5,5.0
6239,Luh Kel,3,2906832,968944.0,5.666666666666667,17,5.666666666666667
6240,Luis Angel El Flaco,2,2336709,1168354.5,6.0,12,6.0
6241,Luis Gabriel,2,3090278,1545139.0,4.5,9,4.5
6242,LuisFonsiVEVO,1,7167382,7167382.0,6.0,12,12.0
6243,Luisa Crashion,21,2647988,126094.66666666667,4.761904761904762,102,4.857142857142857
6244,Luise Jenisch,1,48027,48027.0,1.0,1,1.0
6245,Lukas,12,1726802,143900.16666666666,4.416666666666667,53,4.416666666666667
6246,Lukas - Brawl Stars,16,5527979,345498.6875,3.875,66,4.125
6247,Lukas 712 Shorts,11,5290199,480927.1818181818,4.0,44,4.0
6248,Lukas Arnold,4,3747990,936997.5,5.0,28,7.0
6249,Lukas G,1,77495,77495.0,5.0,5,5.0
6250,Lukas Knopf,6,458329,76388.16666666667,4.166666666666667,29,4.833333333333333
6251,Lukas LIVE,2,58678,29339.0,3.5,7,3.5
6252,LukasFootball,7,806323,115189.0,4.142857142857143,29,4.142857142857143
6253,Luke Combs,4,1231424,307856.0,4.5,23,5.75
6254,Luke Davidson,28,172369602,6156057.214285715,4.964285714285714,213,7.607142857142857
6255,Luke Davidson Facts,4,8646148,2161537.0,4.0,21,5.25
6256,Luke Davidson Shorts,3,3338748,1112916.0,2.3333333333333335,7,2.3333333333333335
6257,Luke Kwon Golf,2,778325,389162.5,5.5,16,8.0
6258,Luke Miani,3,455341,151780.33333333334,3.6666666666666665,11,3.6666666666666665
6259,Luke Stephens,1,231100,231100.0,5.0,9,9.0
6260,Luke TheNotable,25,62958589,2518343.56,6.44,347,13.88
6261,LukeBryanVEVO,2,691619,345809.5,4.0,8,4.0
6262,LukeCombsVEVO,10,13143008,1314300.8,5.4,64,6.4
6263,LukeMockridgeTV,3,319545,106515.0,4.333333333333333,13,4.333333333333333
6264,Luken,3,546560,182186.66666666666,4.0,12,4.0
6265,Lulu & Leon - Family and Fun,2,75138,37569.0,3.0,6,3.0
6266,Lumbre Music,2,10255955,5127977.5,7.5,15,7.5
6267,LumeXx,2,403606,201803.0,4.0,8,4.0
6268,Lumi B,3,6604399,2201466.3333333335,4.333333333333333,13,4.333333333333333
6269,Lumiose Trainer Zac,1,181982,181982.0,2.0,4,4.0
6270,Luna Bloom ASMR,2,733914,366957.0,4.5,9,4.5
6271,Luna Smart Gadgets,1,10837626,10837626.0,6.0,15,15.0
6272,Luna_the_pantera,1,1620002,1620002.0,4.0,9,9.0
6273,Lunay,1,2964347,2964347.0,3.0,3,3.0
6274,Lune - Topic,1,88560,88560.0,4.0,4,4.0
6275,Lune Officiel,15,6912514,460834.26666666666,5.866666666666666,88,5.866666666666666
6276,Luufey,2,158337,79168.5,4.0,8,4.0
6277,Luv N Slim,1,191854,191854.0,6.0,6,6.0
6278,LuvLiam,5,12453072,2490614.4,3.8,22,4.4
6279,Luxushund,1,98142,98142.0,4.0,4,4.0
6280,Luísa Sonza,1,32086191,32086191.0,9.0,23,23.0
6281,Lylons,1,3406556,3406556.0,7.0,15,15.0
6282,Lynix,3,4459249,1486416.3333333333,6.0,29,9.666666666666666
6283,Lynkinite,1,745854,745854.0,4.0,4,4.0
6284,Lyrical Lemonade,28,129995193,4642685.464285715,7.142857142857143,410,14.642857142857142
6285,Lyssy Noel,1,604130,604130.0,5.0,5,5.0
6286,Lythero,6,6507103,1084517.1666666667,6.333333333333333,49,8.166666666666666
6287,Löwen-TV,6,251880,41980.0,4.166666666666667,25,4.166666666666667
6288,M A L I K,1,280099,280099.0,5.0,5,5.0
6289,M Huncho TV,6,4670831,778471.8333333334,6.0,36,6.0
6290,M&M'S Chocolate,1,1416740,1416740.0,7.0,10,10.0
6291,M&S,5,5193834,1038766.8,6.4,32,6.4
6292,M.D. L.R,4,5005616,1251404.0,4.25,17,4.25
6293,M.W.A.- Ghettosuperstars,4,1137531,284382.75,6.25,25,6.25
6294,M1LLIONZ MUSIC,2,1035453,517726.5,5.5,12,6.0
6295,M1M Tech Channel,1,73265,73265.0,4.0,4,4.0
6296,M1llionz,4,1654985,413746.25,5.75,23,5.75
6297,M2,18,49145112,2730284.0,5.277777777777778,215,11.944444444444445
6298,M24OfficialVEVO,4,2541870,635467.5,6.75,27,6.75
6299,M4cM4nus,6,384441,64073.5,4.833333333333333,29,4.833333333333333
6300,MACH MAL mit OBI,17,2681794,157752.58823529413,4.411764705882353,75,4.411764705882353
6301,MACHINERY,1,23654105,23654105.0,4.0,4,4.0
6302,MACMACS,2,1068682,534341.0,6.5,17,8.5
6303,MADE,6,1464289,244048.16666666666,6.333333333333333,38,6.333333333333333
6304,MADE Entertainment,3,437922,145974.0,6.0,18,6.0
